,Description,Job Title,Position Level,Qualifications,Aprobado
83,"- Revisar y asegurar la integridad de todos los planos, lista de repuestos, archivos y registros de mantenimiento de las máquinas asignadas.

-Uso de  ERP (SAP) para generar las requisiciones  de compra sobre materiales de ingeniería y dar seguimiento de ellos.

- Desarrollar / mejorar los expedientes técnicos necesarios para ejecutar una mejor eficiencia dentro de las actividades del área , incluyendo procedimientos, informes y formatos.

- Contactar a proveedores de piezas de repuesto necesarias.

- Contactar con los contratistas para coordinar las obras y dar seguimiento a la agenda de actividades.",Practicante de Mantenimiento,Practicante,"Deseables: 

- Microsoft Office (Excel) habilidades avanzadas.
- AutoCAD. 
- Inglés hablado y escrito (Nivel Avanzado)",A
84,"1. Instalar-Configurar soluciones de Modular Mining Systems sobre Linux Redhat Enterprise y Windows 2012
2. Gestionar la autocapacitacion constante de herramientas libres/propietarios, nuestros productos, ser parte de la recoleccion de requerimientos de los clientes y proponer soluciones creativas a las mismas con productos existentes o con personalizaciones que les generen valor.
3. Configurar y diagnosticar fallas en nuestro equipo en campo Wifi de tecnologia Linux/Windows, interfaces rs232-rs485-can y gps de alta/baja precision.

El candidato de ser seleccionado deberá presentar su carta de presentación de la Universidad para su convenio.",Practicante de Ingenieria de Proyectos,Practicante,"Ser parte de nuestro equipo requiere contar con una sólida base de conocimientos de su profesión, debe enfocarse en resultados, ser proactivo para aprender nuevas tecnologías constantemente, con experiencia en proyectos, que le guste programar, innovar y aportar nuevas ideas de solución a los problemas, que le guste trabajar en equipo, que lo motive afrontar retos constantes, que esté dispuesto a hacer trabajos de software/hardware en minas sobre 4000 msnm y tenga un nivel de inglés avanzado.   Es deseable conocimientos previos sobre: Administración Linux/Windows, scripting, redes Lan/Wifi, SQL (Reporting Services) y programación Ansi C.",D
85,"-	Dirigir la atención de correctivos y emergencias de las instalaciones de servicios generales y principalmente de las instalaciones eléctricas. (baja tensión (interruptores, tableros eléctricos, subestaciones, toma corrientes).
-	Seleccionar y desarrollas los proveedores especializados para la ejecución del mantenimiento de los servicios generales
-	Aprobar los costos de servicios de mantenimiento correctivos y preventivos contratados a los proveedores de servicios generales y de instalaciones eléctricas
-	Validar la eficacia de los trabajos correctivos y preventivos ejecutados por los proveedores y técnicos de mantenimiento.
-	Diseñar los procedimientos e instructivos para la ejecución de los mantenimiento correctivos y preventivos de equipos críticos.",Supervisor de Instalaciones Eléctricas,Profesional especializado,"Experiencia Requerida
-	2 años como mínimo realizando funciones similares.
-	1 año como mínimo supervisando equipos.
-	Manejo de proveedores.

Conocimientos Técnicos
-	Tableros eléctricos.
-	Instalaciones eléctricos de baja tensión.
-	Motores eléctricos.
-	Redes de baja tensión.
-	Aire Acondicionado.
-	Subestaciones.",D
86,"Por encargo de nuestro cliente la empresa Siemens, empresa transnacional del sector de energía, nos encontramos en la búsqueda de un Practicante Pre Profesional Soporte a Ventas.
Este cargo será un back office para el personal de ventas de la unidad negocio, soportará técnica y administrativamente los requerimientos internos y externos.
 
Funciones:
- Elaboración de ofertas básicas.
- Seguimiento de ofertas y órdenes de clientes.
- Generación de reportes internos para revisión.
- Coordinaciones administrativas internas (presentaciones, apoyo en eventos).",Practicante de Soporte a Ventas,Practicante,,A
87,"1. Aplicación,ejecución y control de Lenguaje de diagramación de sistemas UML.
2. Implementación de lenguaje de programación.
3.Gestión, seguimiento, control de proyectos.
4. Desarrollar tareas de análisis, desarrollo e implementación de sistemas de escritorio y web. Experiencia en SQL SERVER 2014, VB.net 2013, PHP, entre otros.",Analista de Programación,Analista,"Experiencia en administración de red-DBA.
Conocimiento  en Base de Datos, Soporte técnico.
Programación NET.",D
88,"-	Apoyo al área comercial y al área de pre-venta en los requerimientos de los clientes.
-	Apoyo al área comercial y al área de pre-venta para Supervisión de Proyectos.
-	Coordinación interna con logística y  almacén, para el cumplimiento de fechas de entrega al cliente.
-	Coordinación con proveedores y clientes, para el correcto desarrollo de los Proyectos.",Practicante de proyectos - Telecomunicaciones,Practicante,-	Capacidad de trabajo en equipo y entusiasmo por el conocimiento y aprendizaje.,D
89,"1 Supervisión de la instalacion y puesta en funcionamiento de Sistemas de Fibra Optica, Supervision de proyectos para la prestacion de servicios de telecomunicaciones.
2 Supervisión en el diseño/gestión/instalación/ puesta en funcionamiento de proyectos de telecomunicaciones o redes para la prestación de servicios de telecomunicaciones.
3 Supervisión de instalacion y puesta en funcionamiento de sistemas de redes de fibra optica, Supervision de la instalacion y puesta en funcionamiento de Sistemas de Fibra Optica.",Gerente Técnico,Profesional especializado,"Haber ejercido cargo de Director, Gerente, Sub Gerente, Jefe, o coordinador y/o cargos de dirección, en Instalación y puesta en funcionamiento de sistemas de redes de fibra óptica, Supervisión de la instalación y puesta en funcionamiento de Sistemas de Fibra Óptica, Supervisión de proyectos para la prestación de servicios de telecomunicaciones, Haber participado en diseño y/o gestión y/o instalación y/o puesta en funcionamiento de proyectos de telecomunicaciones o redes para la prestación de servicios de telecomunicaciones.

Experiencia mínima 07 años.",D
90,"Nuestro cliente, empresa trasnacional del rubro comercial, nos ha encargado la búsqueda de un profesional calificados para la ocupar la posición de EJECUTIVO DE VENTAS TÉCNICAS.
 
Funciones:
 
•	Mantener las cuentes de clientes actuales.
•	Analizar información de Sell out.
•	Concentra toda la administración de la cuenta si hay problemas logística, cobranza e inventarios.
•	Búsqueda de nuevos clientes para aumentar su cartera.
•	Manejar a interpretar las necesidades de los clientes finales.
•	Realizar cotizaciones y presupuestos para los clientes.
•	Negociación y cierre de ventas mediante el acuerdo de términos condiciones.
•	Ofrecer y proporcionar soporte post venta.
•	Cumplir con las metas de ventas y las metas de ventas de sus cuentas.
•	Participar en las actividades de marketing preparando y asistiendo a exposiciones, conferencias y otros expertos técnicos.
•	Preparar reportes sobre su actividad comercial y la de los clientes.",Ejecutivo de Ventas Técnicas,Ejecutivo,"•	Experiencia mínima de 2 años en el área.
•	Experiencia mínima de 1 año en redes.
•	Deseable experiencia en Telecomunicaciones",D
91,"- Ser responsable de la prestación de servicios para una serie de clientes. 
- Proporcionar atención especial a la gestión de SLA y la satisfacción del cliente en las cuentas correspondientes. 
- Garantizar que se establecen y usan eficazmente los sistemas de información y los mecanismos de supervisión de SLA y satisfacción del cliente.
- De forma continuada y demostrable mejorar la productividad incrementando en consecuencia la rentabilidad y valor de los servicios.",Delivery Head,Ejecutivo,"- Prestación de servicios TI o consultoría.
- Gestión de niveles de servicio y satisfacción de clientes.
- Gestión de equipos de trabajo, en proyectos e interacción con clientes.
- Diseño e implantación de mejoras de productividad.",D
92,"- Desarrollarse para convertirse en un asesor de confianza y experto en la materia en las soluciones que aborden retos en el negocio del cliente. Desarrollar conocimientos especializados en una o más áreas competentes.
- Apoyar al equipo de ventas en el desarrollo de relaciones de profundidad con los clientes.
- Contribuir en la identificación y cierre de oportunidades de negocio que apalancarán el éxito de las compañías y se podrá maximizar las oportunidades de una venta cruzada.
- Proporcionar información y contenido a la lógica del negocio y a la evaluación de riesgos para que la dirección pueda tomar decisiones informadas con respecto a las inversiones para desarrollar el negocio. - Contribuye al desarrollo de planes de negocios apropiados.",BPS Consultant,Analista,"Experiencia de 2 a 3 años en:
- Diseño y análisis de soluciones de negocio y análisis de procesos.
- Preventa, levantamiento de información, consultoría, entrega de una solución definida, integración y evaluación de sistemas.",D
93,"-    Keep monitoring of service quality of IT systems: understand data flow of applications, use VAS services as end user to detect if has any functions not working well. Detect problem and pre-handle when occurred.
-    Extract needed information from database: from data of customer group and history of transactions, according to demand of business.
-    Integrating Bitel platform with partners: installing and configuring Java modules to establish integration API with partner. Testing services functions.
-    Planning and managing plan of tasks: make plan of tasks assigned and keep them going on time with quality ensured.",Analista IT - VAS service,Analista,"- University degree in System Engineering, Telecom Engineering  and related.
- Knowledge and experience with SQL: Can understand and write SQL script to extract information from database: Oracle, MySQL. Tools: SQL Developer, SQLyog.
- Knowledge about Linux OS: familiar with Linux environment. Can work in Linux to install Java, Tomcat, PHP Apache system.
- Can program with Java: familiar with programming language. Can use NetBeans IDE to read, understand and find errors.",D
94,"Deloitte es una firma global en servicios profesionales de Consultoría, Outsourcing, Auditoria, Asesoría Financiera, Asesoría Tributaria y Legal. Con presencia en más de 150 países, opera en Perú hace más de 78 años, siendo miembro fundador de la Asociación de Buenos Empleadores (ABE) de AMCHAM que reconoce sus buenas prácticas laborales como: línea de carrera, gestión del desempeño, plan de aprendizaje, entre otros.

Participación en acciones comerciales.
Desarrollo de gestión de proyectos de infraestructura.
Gestión de costos, planificación, gestión de contratos, gestión de riesgos.",Ingeniero Senior de Proyectos de Infraestructura,Supervisor,,D
